code,num
C1072,754.981115416883
C1128,1216.3133020832001
C1456,559.866056528096
C1840,496.6003924674892
C1332,1179.9396332637089
C1563,1945.2552856873724
C1794,1019.9506392449396
C1640,531.2782183921095
C1377,347.82688030823385
C2072,265.6977795345409
C1472,455.4707612838505
C1006,236.94553860233356
C1083,467.0174985604647
C1311,253.89863918488922
C2676,586.8503679045647
C2318,306.61884450380126
C1603,487.1547577301978
C2523,306.91396087886375
C2177,152.23357734881475
C2411,723.9237575754132
C2033,225.80471622561487
C1604,520.8769138801886
C2535,487.924346312525
C1040,496.57038351231824
C2417,425.2251447511393
C1812,153.90790935703055
C2253,237.26546021377837
C1294,566.9526949766993
C1772,455.87294489673104
C2646,575.4635514075319
C1152,1163.794145218095
C2423,161.40562439998214
C1844,512.3505269007836
C1318,235.03443632542255
C1729,185.39242532065123
C1602,317.6895357320679
C1239,360.01685528745617
C1721,618.4974817270779
C1902,834.1933842725736
C1855,311.542207185972
C2600,393.47764394741665
C1071,504.6015627622847
C2295,460.9991202234469
C1621,606.0843397797848
C1852,852.4467439902617
C2555,1213.0539977424587
C1297,467.03668428178867
C2323,596.3741013200993
C2215,384.5758739879841
C2112,336.2764159506552
C1830,822.2228382158615
C2602,271.7988338473781
C2608,1025.4423453429088
C1215,676.7205742751062
C2369,648.4552102448981
C1158,262.4208725511672
C1887,696.0612257532516
C1189,264.02638230962657
C1637,484.86084352408085
C1225,210.02843856966626
C2374,352.6284872980246
C2397,558.8562951427197
C1105,927.3057425940613
C1782,464.7386673292595
C1629,206.99083872545435
C1708,277.20076827021876
C2144,556.5570876603815
C1617,962.2493399447259
C1149,542.9076073420076
C1323,429.69775104938935
C1064,701.1584265400899
C1019,267.0974231241205
C2269,596.5368362127842
C1416,896.0860651080794
C1250,1018.9054192617679
C1741,412.7385363876062
C1016,614.7566652132276
C2675,
C2436,720.3814883264564
C2039,918.6382700999752
C1253,815.7026167867086
C2028,1130.8476121808756
C1166,305.45518995325114
C1135,227.2176573030042
C1216,295.0034845239841
C1593,220.19567434906807
C1826,228.73770072306667
C1827,397.83306070597166
C1564,304.7472585919637
C1495,867.1129292237571
C2653,913.3558100314299
C1392,591.9684221531938
C2128,281.5150057140146
C1282,589.4495254860323
C1521,1047.973174548786
C2076,1009.4433334078332
C1060,594.7230019394545
C2473,928.5619851863929
C2557,874.9325910513903
C1835,800.2394581279783
C2224,740.0581668551805
C2222,378.3970488340266
C2430,795.1524055122366
C2497,537.5025262050165
C1494,894.7233184808854
C1457,591.6794894759953
C1525,1178.8423517796102
C1712,602.4182067749741
C2267,894.3936118332997
C1623,268.9162479153107
C2131,553.0705701997376
C2691,898.5589419145242
C1147,815.1806097946775
C1692,820.9395357510838
C1570,790.0550024135073
C1474,123.01657037407594
C1633,132.6845417579405
C2113,523.863236144157
C2175,945.9755287308382
C2303,1508.2501066166492
C2547,483.0852729160887
C2292,596.8515069424079
C1496,803.094116835777
C1289,315.04292868683586
C1849,635.4517134974864
C1003,203.90600327622337
C2268,401.6951584416057
C2551,477.9129074445248
C2688,86.85704901791614
C1030,40.522653992733325
C1327,
C2451,463.24295966984636
C1749,487.1398072265641
C1349,268.5487489415835
C2043,236.9944548633345
C1229,249.49998246306626
C2363,425.52421037773087
C1414,443.8480472705956
C2174,422.4702168138574
C2091,101.99311538304784
C2335,
C1841,59.483156666083936
C2404,154.87886586449423
C1683,217.4768996727932
C1038,312.08995634039405
C2456,260.8111065557377
C1266,400.6940816841268
C2152,58.643245737688
C1267,344.26567962232167
C2189,195.17972000978602
