code,num
C1072,718.8066582948853
C1128,1327.9423589641424
C1456,493.8506958168027
C1840,468.70559162864197
C1332,1177.5840012996869
C1563,2038.177721873725
C1794,1015.1251723939392
C1640,531.8535576332492
C1377,223.40516391855547
C2072,253.42996006402942
C1472,464.01960737428067
C1006,196.59868841902488
C1083,421.7827876976363
C1311,231.60698232684803
C2676,242.0804328926182
C2318,221.55671259033343
C1603,476.05614905373767
C2523,386.14505192296224
C2177,151.42429104976506
C2411,628.7026544696122
C2033,212.51568257774875
C1604,359.3499576730742
C2535,459.5008265322818
C1040,399.5388117738937
C2417,430.81020577681613
C1812,122.5310460675764
C2253,124.43293872579343
C1294,581.2023390470792
C1772,486.71682722855365
C2646,512.486210191365
C1152,1012.5107496476052
C2423,158.20536202438802
C1844,492.3674935977068
C1318,189.47097099970097
C1729,130.5119217970724
C1602,320.19094269353036
C1239,388.12504081014254
C1721,575.8291320960566
C1902,790.8146461518384
C1855,258.80993526561883
C2600,370.4002806491444
C1071,507.59779200537173
C2295,505.6008488856954
C1621,593.6650736701291
C1852,895.7447148661181
C2555,1401.7336251640295
C1297,454.99671223158083
C2323,617.129471422169
C2215,393.25094576915683
C2112,385.03295426316345
C1830,750.2988316481852
C2602,258.00523424367395
C2608,941.8611391053773
C1215,556.1383079876736
C2369,618.5641256838646
C1158,239.62265666436477
C1887,680.0203048586221
C1189,230.00469483159856
C1637,419.2334441522438
C1225,187.41218249479863
C2374,324.1128047271345
C2397,570.6195241921336
C1105,978.3704528724752
C1782,439.6546563149737
C1629,223.92005416246735
C1708,268.0859269850464
C2144,503.30936102974016
C1617,734.903509208626
C1149,511.934993824382
C1323,404.3172147422109
C1064,637.0359736832798
C1019,258.65964046839406
C2269,585.4059090994764
C1416,929.7751137038387
C1250,997.0956602696789
C1741,435.9861793562037
C1016,607.9221612060919
C2675,
C2436,641.0702715762823
C2039,916.9587238245597
C1253,860.7595034655037
C2028,1139.6446643275233
C1166,307.81138182116104
C1135,217.86843737972777
C1216,287.09530590825426
C1593,207.65786723499656
C1826,200.2629022010689
C1827,395.5551029201991
C1564,290.3499808766163
C1495,831.8708503158152
C2653,880.8125054993914
C1392,684.2194649377218
C2128,286.0410828541782
C1282,552.8693923511826
C1521,1098.5396648157616
C2076,874.8589403427807
C1060,617.6919515142996
C2473,1109.1298339028137
C2557,694.4398284074889
C1835,808.359083955776
C2224,592.7496455633006
C2222,379.1288381177188
C2430,764.3715923811881
C2497,758.2612369588044
C1494,1042.837251716145
C1457,538.9499036523695
C1525,1145.4090676932155
C1712,674.8592235304363
C2267,928.8723768842171
C1623,300.1772729880368
C2131,586.69254727007
C2691,1086.5853982282608
C1147,735.7671159078648
C1692,1003.2992758057366
C1570,848.8478494870334
C1474,118.33919479324155
C1633,141.36334367511532
C2113,538.2961036642618
C2175,898.6125239783388
C2303,1651.203011924362
C2547,502.5496937145142
C2292,688.6416096457457
C1496,809.3067575550297
C1289,307.470919270671
C1849,638.8950805925668
C1003,202.1073496947016
C2268,341.56158681120445
C2551,498.2464907630838
C2688,75.3950433103289
C1030,29.86509706660403
C1327,
C2451,595.1747473015944
C1749,410.4075522814468
C1349,280.38570905097225
C2043,211.91615474144322
C1229,252.24422586491292
C2363,426.4807107353971
C1414,368.18090716635544
C2174,379.2460107733794
C2091,97.02617280277465
C2335,
C1841,51.12650660506851
C2404,119.81830271750135
C1683,161.77644591560073
C1038,327.6638368726343
C2456,237.76245754256715
C1266,416.5663042497861
C2152,26.313904853261292
C1267,325.65231121131313
C2189,166.30376641192697
