code,num
C1072,708.2844055307016
C1128,1336.2102283485765
C1456,525.9350225531891
C1840,470.70569251199794
C1332,1175.5191227904133
C1563,2020.938706973362
C1794,1041.8315781525566
C1640,567.9513178313696
C1377,240.95152931021894
C2072,257.53647435296836
C1472,464.01967398779357
C1006,187.2945836742325
C1083,419.101784959385
C1311,225.82193660105338
C2676,216.02808974751363
C2318,207.18281686856298
C1603,487.9266616766252
C2523,369.9907228241469
C2177,147.62293460263422
C2411,650.065993991794
C2033,181.67582623055742
C1604,352.7576661428749
C2535,440.15731447361446
C1040,392.0457399898671
C2417,423.8169304733751
C1812,96.98887799894985
C2253,121.96155623959321
C1294,578.9843446902497
C1772,471.58699372230194
C2646,504.11715360324257
C1152,973.7059417354528
C2423,161.91184697896676
C1844,469.480000356123
C1318,188.12013938643426
C1729,121.15856603555788
C1602,320.54801489455076
C1239,382.81847777577985
C1721,574.9145804780833
C1902,762.6348645391489
C1855,264.33799821989777
C2600,367.306357755823
C1071,491.8634183197207
C2295,499.0769503283509
C1621,601.3887473868721
C1852,902.7501264690823
C2555,1408.7497974544585
C1297,453.91907270119566
C2323,610.29664926922
C2215,389.3940248081183
C2112,383.2814267241241
C1830,771.1786006868414
C2602,249.77140625686053
C2608,954.8171514387739
C1215,589.8488596827877
C2369,590.6622803933145
C1158,232.05487032000414
C1887,690.6857463999396
C1189,227.4358071692485
C1637,425.2329766446177
C1225,192.4494356890263
C2374,321.2327340955372
C2397,581.5528278538794
C1105,961.157100578471
C1782,436.1409441675304
C1629,230.49323727798964
C1708,271.2215846512032
C2144,496.98773127947516
C1617,750.3494185573646
C1149,509.6645215612448
C1323,385.6481192293208
C1064,637.3199134470332
C1019,268.6508612575823
C2269,588.0858370664046
C1416,915.76784139142
C1250,992.7005110850779
C1741,439.2328687659705
C1016,600.2772353603946
C2675,
C2436,631.2636471216706
C2039,902.1878328556838
C1253,893.7165738511945
C2028,1134.606860016957
C1166,285.3608710792205
C1135,216.04327387739403
C1216,286.674098794312
C1593,197.34578009003252
C1826,194.96575497654933
C1827,386.1354170412733
C1564,291.2229747594716
C1495,858.4653789015789
C2653,912.9780913680286
C1392,672.3958796863599
C2128,280.4471367604505
C1282,566.7327960285746
C1521,1106.3306648555438
C2076,930.8929046200541
C1060,610.3082217517999
C2473,1094.1615115941638
C2557,678.4803920716719
C1835,803.6295562500795
C2224,587.5505302238123
C2222,375.213206205801
C2430,762.0136476358695
C2497,720.9750285473291
C1494,1062.293477927326
C1457,539.1241311819077
C1525,1183.3022542373403
C1712,667.6451778218643
C2267,921.4041701130515
C1623,306.67662221881506
C2131,583.0092901836558
C2691,1090.3029726903412
C1147,737.1384647718639
C1692,995.8342666191429
C1570,830.2098880799671
C1474,126.19099436955202
C1633,144.33548891325106
C2113,544.1083051074702
C2175,918.002620015365
C2303,1654.9080714957274
C2547,511.52561407712676
C2292,713.8255096495624
C1496,826.5732496411856
C1289,306.6351038905066
C1849,655.736171766544
C1003,198.21077421552968
C2268,322.5391913308333
C2551,527.1024391894955
C2688,81.32849833816225
C1030,28.942569688896604
C1327,
C2451,576.5691427161079
C1749,420.72391077543546
C1349,275.377452550836
C2043,203.34227008578196
C1229,247.2434241457317
C2363,458.082152437755
C1414,367.3115508268708
C2174,364.15633091648175
C2091,96.61788602018966
C2335,
C1841,50.47088691916845
C2404,116.00727886346007
C1683,168.29674628111428
C1038,323.8394018029647
C2456,241.81714237594417
C1266,389.8134772780554
C2152,28.457771397481622
C1267,336.81193117784665
C2189,170.9374824670096
