code,num
C1072,716.080692853422
C1128,1305.6347556538403
C1456,522.3712311584711
C1840,468.945967080245
C1332,1173.6841544201318
C1563,1976.96836428756
C1794,1018.1609517186345
C1640,542.3538300725645
C1377,242.76314494469494
C2072,250.68121223427596
C1472,453.51682268277904
C1006,209.67059198520528
C1083,423.79864655103216
C1311,226.30421779308398
C2676,243.0075054929204
C2318,223.03710286250978
C1603,495.12594848270425
C2523,360.5750412424436
C2177,144.2832984932161
C2411,646.2414876548997
C2033,191.31242509470079
C1604,358.13967288505575
C2535,445.36297174048343
C1040,399.57607980333046
C2417,425.08011122099595
C1812,111.4336551345335
C2253,131.76981792370455
C1294,558.0152815340062
C1772,467.12087315301454
C2646,491.76184377025504
C1152,1006.5766637060353
C2423,160.7436870038127
C1844,495.1739017341606
C1318,205.9865902210508
C1729,134.24494157819245
C1602,308.81566490033106
C1239,380.36122568344575
C1721,585.5672348014348
C1902,807.4021728053976
C1855,258.4836942678613
C2600,374.82683735420744
C1071,497.3358425677076
C2295,478.1769278850498
C1621,592.3293640146186
C1852,870.4180135223106
C2555,1326.7723702893377
C1297,456.10198250479044
C2323,605.6347639617691
C2215,378.1676259904425
C2112,379.52855452484897
C1830,750.1660477629168
C2602,253.77567416507804
C2608,943.6801025455566
C1215,574.2635825089396
C2369,619.6818933918651
C1158,239.1013927383692
C1887,666.9594776582892
C1189,238.7752803363577
C1637,421.01316028035126
C1225,186.01887475553573
C2374,333.1534070338007
C2397,576.9477114192864
C1105,951.6815757744131
C1782,437.1801513118042
C1629,220.94895404625447
C1708,275.9407086489521
C2144,490.8371191744933
C1617,715.7936389651563
C1149,498.97474393786723
C1323,408.580061306492
C1064,627.1582655753524
C1019,257.64786683746524
C2269,576.0162376390135
C1416,897.4379010383914
C1250,973.2691934035653
C1741,425.8812826828526
C1016,597.1541117296571
C2675,
C2436,670.0390709478299
C2039,910.4729803474773
C1253,814.352411904143
C2028,1147.8379072067924
C1166,300.0946362072497
C1135,217.79363475835052
C1216,286.29845169279577
C1593,196.78086452837394
C1826,199.64365608710528
C1827,388.2824238864133
C1564,287.1095114019349
C1495,843.8411708961999
C2653,850.6018426782923
C1392,668.8424874141151
C2128,277.8405898669325
C1282,551.7209285494816
C1521,1092.6521163960344
C2076,875.8768380872325
C1060,608.6397535114448
C2473,1072.4139003019607
C2557,753.8569078995849
C1835,822.2351809319498
C2224,605.9508916087822
C2222,371.35928419236564
C2430,753.322362393623
C2497,716.6363797988164
C1494,1062.0008775926642
C1457,541.8360189709281
C1525,1143.259577135663
C1712,651.6760604442688
C2267,912.9001291030007
C1623,296.87782949152313
C2131,576.6323013827991
C2691,1082.2640238066838
C1147,735.1563911491123
C1692,965.0568828194425
C1570,831.5065362463729
C1474,116.94344546789172
C1633,141.51931128592872
C2113,538.5089821799374
C2175,889.3718966949092
C2303,1579.2794963513172
C2547,491.9955810851834
C2292,680.3799865856267
C1496,798.0195429527741
C1289,305.33250385569033
C1849,622.2773782031214
C1003,209.04806304853582
C2268,359.27269060833765
C2551,497.31780442836157
C2688,73.88075432831668
C1030,30.76278093074054
C1327,
C2451,593.2629934554247
C1749,422.2321695357833
C1349,270.34758571445866
C2043,217.50007789391537
C1229,237.0887573614125
C2363,442.07323081176617
C1414,365.70522876149215
C2174,375.9999606499797
C2091,96.22125547526089
C2335,
C1841,51.744864390961354
C2404,116.66399291678235
C1683,158.65855597606355
C1038,335.0016558239345
C2456,235.52868199166267
C1266,404.1241194365921
C2152,30.738957149127167
C1267,322.2302348252234
C2189,178.99231457611762
