code,num
C1072,775.8058453943503
C1128,1312.7381166015791
C1456,564.2139700779185
C1840,494.01963088335464
C1332,1207.2046216384613
C1563,1965.7175151533131
C1794,1011.4129111760735
C1640,554.0414795324848
C1377,319.4690559857545
C2072,276.25327734140626
C1472,472.58544939946773
C1006,255.54478220276573
C1083,441.026594715614
C1311,304.76426643602633
C2676,331.04702771993715
C2318,302.12978157409714
C1603,496.4643931420657
C2523,318.6964621975125
C2177,181.7622057890943
C2411,713.0221997356513
C2033,204.8654600196131
C1604,519.5303735992971
C2535,519.6452760209012
C1040,491.6976950256616
C2417,395.8964468535303
C1812,146.42156890852542
C2253,151.97530592919767
C1294,582.1217744851563
C1772,429.84312672802093
C2646,564.0310193028204
C1152,1152.5107341891303
C2423,166.83953207558218
C1844,496.80386778583033
C1318,269.02458869205554
C1729,162.22604970855062
C1602,325.0020150049969
C1239,391.86286318947145
C1721,628.862278698321
C1902,836.936038285975
C1855,338.2015437382201
C2600,423.8843080493004
C1071,520.35339921843
C2295,463.30911146741255
C1621,591.732604186365
C1852,848.965801613989
C2555,1317.4622272562863
C1297,470.3811617936183
C2323,598.0505081827098
C2215,404.5214873205536
C2112,318.7513649356579
C1830,815.6424336056511
C2602,279.7410728765006
C2608,958.132166892619
C1215,679.8043616803166
C2369,657.8599608878869
C1158,293.0858056444092
C1887,675.7775259651726
C1189,265.2571647971663
C1637,484.11561583094795
C1225,199.52106454739908
C2374,358.53627699359726
C2397,545.5625664612517
C1105,949.7608771952931
C1782,489.9241040742779
C1629,213.20518155274328
C1708,281.5923247744663
C2144,598.2039503498283
C1617,952.6855910558259
C1149,559.5954258249797
C1323,425.77723230116
C1064,696.5314856656994
C1019,288.9723859485349
C2269,584.6050283326141
C1416,925.9570516895232
C1250,1024.8344947998744
C1741,432.95921847645496
C1016,655.0082156301239
C2675,
C2436,747.7574549880856
C2039,907.6746577299183
C1253,812.9636213120489
C2028,1172.7446697256014
C1166,333.0636553700425
C1135,217.43196534594267
C1216,317.0370334237054
C1593,264.7694912318505
C1826,221.60027638600423
C1827,435.531183812941
C1564,289.9726773437461
C1495,932.2314893812381
C2653,934.8768059475137
C1392,639.9021764704072
C2128,284.8137781889964
C1282,566.2765948835182
C1521,1094.8456134847038
C2076,1082.529151051228
C1060,581.1441262007421
C2473,918.1953999353838
C2557,867.8569773592983
C1835,763.053540215685
C2224,757.4764240989766
C2222,373.3690749769123
C2430,750.1165737972162
C2497,546.2276893399351
C1494,993.6112434383145
C1457,575.0145993712674
C1525,1139.8370219254152
C1712,617.6701644258135
C2267,866.6571057598971
C1623,282.03073731255347
C2131,572.4120204647496
C2691,938.278589198793
C1147,827.5398412599626
C1692,885.3149258793808
C1570,777.2391483192605
C1474,125.93965738930072
C1633,128.632220466408
C2113,561.6494341657477
C2175,923.3837048746003
C2303,1601.3981539142876
C2547,486.5552467765523
C2292,624.6180107081686
C1496,821.438502630157
C1289,312.81105501611586
C1849,685.3032141783491
C1003,225.80301279117214
C2268,427.1072243334296
C2551,473.9290575715019
C2688,101.1535649676087
C1030,38.69180647872827
C1327,
C2451,477.440885852467
C1749,447.63776185640677
C1349,258.3397516520824
C2043,220.63960925672197
C1229,252.04443526870313
C2363,440.116195111215
C1414,443.10734652255576
C2174,410.45184307868004
C2091,105.7402993180343
C2335,
C1841,61.749377162780206
C2404,129.533534422813
C1683,198.09966498796015
C1038,299.8735796202878
C2456,254.84934601134984
C1266,394.1425284434664
C2152,51.78546538205738
C1267,401.9394605646446
C2189,228.2681951969857
